"","fam_log","family_members_no","age","marital_status","house_damage","abroad","district","pa_name_self","start_reconstruct","consult_knowledge","pa_name","visit_office","self_visit"
"228",1.38629436111989,4,74,1,1,0,"Lalitpur",1,1,1,2,1,1
"229",1.79175946922805,6,74,0,1,0,"Bhaktapur",0,0,0,0,0,NA
"230",1.79175946922805,6,40,1,2,0,"Rasuwa",0,1,1,0,1,0
"231",1.79175946922805,6,50,1,2,0,"Kavrepalanchok",1,0,1,2,1,0
"232",1.79175946922805,6,37,1,1,0,"Sindhupalchowk",1,1,1,2,1,1
"233",1.38629436111989,4,30,1,2,1,"Rasuwa",0,1,1,0,1,1
"234",1.79175946922805,6,28,1,2,0,"Rasuwa",0,1,1,0,0,NA
"235",1.38629436111989,4,50,1,1,0,"Kathmandu",0,0,0,0,0,NA
"236",1.09861228866811,3,23,1,2,1,"Ramechhap",0,1,1,0,1,1
"237",2.39789527279837,11,40,1,2,0,"Makawanpur",0,1,1,0,1,0
"238",1.38629436111989,4,39,1,1,0,"Dolakha",1,1,1,2,1,1
"239",1.6094379124341,5,55,1,2,0,"Kathmandu",0,1,1,0,0,NA
"240",0.693147180559945,2,72,0,2,0,"Rasuwa",1,0,0,2,1,1
"241",1.09861228866811,3,34,1,2,0,"Nuwakot",1,1,1,2,1,1
"242",1.38629436111989,4,24,1,2,0,"Bhaktapur",0,0,0,0,0,NA
"243",2.39789527279837,11,55,1,1,0,"Sindhupalchowk",0,1,1,0,1,0
"244",1.38629436111989,4,30,1,2,1,"Bhaktapur",0,1,1,0,1,1
"245",1.6094379124341,5,38,1,2,1,"Sindhupalchowk",1,1,1,2,1,0
"246",1.94591014905531,7,43,0,1,0,"Sindhuli",1,0,1,2,1,1
"247",1.6094379124341,5,30,1,1,0,"Nuwakot",NA,1,0,NA,0,NA
"248",1.6094379124341,5,22,1,2,0,"Sindhuli",0,1,1,0,1,0
"249",0.693147180559945,2,35,0,1,0,"Lalitpur",1,1,1,2,1,1
"250",1.38629436111989,4,45,1,1,1,"Sindhuli",1,0,1,2,NA,NA
"251",1.38629436111989,4,45,1,1,1,"Sindhuli",1,0,1,2,NA,NA
"252",1.6094379124341,5,32,1,1,1,"Kathmandu",0,0,0,1,0,NA
"253",1.38629436111989,4,22,1,2,0,"Kathmandu",NA,0,0,NA,0,NA
"254",1.94591014905531,7,33,1,1,1,"Nuwakot",0,1,0,0,0,NA
"255",1.79175946922805,6,69,1,1,1,"Lalitpur",0,0,0,0,0,NA
"256",1.6094379124341,5,35,1,1,0,"Nuwakot",0,1,1,0,0,NA
"257",2.07944154167984,8,45,1,2,1,"Makawanpur",0,1,1,0,0,NA
"258",1.09861228866811,3,32,1,1,1,"Dolakha",1,1,1,2,1,1
"259",1.09861228866811,3,34,1,1,0,"Kathmandu",NA,0,0,NA,0,NA
"260",1.79175946922805,6,59,1,1,0,"Kavrepalanchok",1,1,0,2,0,NA
"261",1.6094379124341,5,63,0,2,0,"Kavrepalanchok",1,0,1,2,0,NA
"262",1.79175946922805,6,70,1,0,0,"Lalitpur",0,1,0,0,0,NA
"263",0,1,80,0,2,0,"Sindhupalchowk",1,0,0,2,0,NA
"264",1.09861228866811,3,43,0,1,0,"Bhaktapur",0,0,0,1,0,NA
"265",1.6094379124341,5,55,0,2,1,"Makawanpur",1,0,1,2,NA,NA
"266",1.6094379124341,5,32,1,2,0,"Nuwakot",0,1,0,0,0,NA
"267",1.94591014905531,7,35,1,2,0,"Okhaldhunga",1,1,1,2,1,1
"268",1.79175946922805,6,35,1,2,0,"Okhaldhunga",0,1,1,0,1,0
"269",1.6094379124341,5,30,1,2,1,"Makawanpur",0,1,1,1,1,1
"270",1.6094379124341,5,34,1,2,0,"Sindhuli",0,1,0,0,1,0
"271",1.79175946922805,6,38,1,1,0,"Nuwakot",1,1,1,2,0,NA
"272",0.693147180559945,2,70,0,2,0,"Sindhupalchowk",1,1,1,2,1,1
"273",1.38629436111989,4,28,1,2,1,"Rasuwa",0,1,1,0,0,NA
"274",0,1,72,0,2,1,"Ramechhap",1,1,1,2,1,1
"275",1.94591014905531,7,53,1,2,0,"Dhading",1,1,1,2,1,0
"276",1.6094379124341,5,58,0,2,1,"Makawanpur",1,1,1,2,1,0
"277",1.94591014905531,7,53,1,2,0,"Ramechhap",0,1,1,1,1,0
"278",0,1,65,0,2,0,"Sindhupalchowk",1,1,0,2,1,1
"279",0,1,60,0,2,0,"Sindhupalchowk",1,1,0,2,0,NA
"280",1.79175946922805,6,30,1,1,0,"Kavrepalanchok",1,1,1,2,1,1
"281",1.6094379124341,5,25,1,2,0,"Rasuwa",1,1,1,2,1,0
"282",0,1,70,0,2,0,"Sindhupalchowk",1,1,0,2,0,NA
"283",1.6094379124341,5,43,1,2,0,"Makawanpur",1,1,1,2,1,1
"284",1.79175946922805,6,37,1,2,0,"Bhaktapur",NA,1,1,NA,0,NA
"285",1.38629436111989,4,33,1,2,0,"Kavrepalanchok",1,1,1,2,0,NA
"286",1.38629436111989,4,28,1,2,0,"Dhading",0,1,1,0,1,0
"287",2.19722457733622,9,72,0,2,0,"Bhaktapur",1,1,1,2,0,NA
"288",1.38629436111989,4,38,1,2,0,"Bhaktapur",0,1,0,0,0,NA
"289",1.09861228866811,3,21,1,2,0,"Rasuwa",NA,0,1,NA,0,NA
"290",1.6094379124341,5,22,1,2,1,"Okhaldhunga",0,1,1,1,1,0
"291",1.79175946922805,6,33,1,2,0,"Kathmandu",1,1,0,2,0,NA
"292",1.94591014905531,7,48,1,2,0,"Makawanpur",0,1,1,0,1,0
"293",1.6094379124341,5,34,1,1,1,"Nuwakot",0,1,0,0,0,NA
"294",2.39789527279837,11,35,1,2,0,"Sindhuli",0,1,1,1,0,NA
"295",2.19722457733622,9,22,1,0,1,"Lalitpur",0,1,0,0,0,NA
"296",1.6094379124341,5,62,0,1,0,"Lalitpur",0,1,0,1,0,NA
"297",1.79175946922805,6,29,1,2,0,"Okhaldhunga",1,1,1,2,1,1
"298",1.94591014905531,7,65,1,2,1,"Ramechhap",0,1,1,0,1,0
"299",1.38629436111989,4,30,1,0,0,"Dhading",0,1,1,0,1,0
"300",0.693147180559945,2,43,1,2,0,"Dhading",1,1,1,2,0,NA
"301",1.38629436111989,4,24,1,2,0,"Rasuwa",0,1,1,0,1,0
"302",2.07944154167984,8,48,1,1,0,"Lalitpur",0,1,0,0,0,NA
"303",1.6094379124341,5,23,1,2,0,"Sindhuli",0,1,1,1,1,1
"304",2.07944154167984,8,48,1,2,0,"Nuwakot",0,1,0,0,1,0
"305",1.38629436111989,4,37,1,2,0,"Kavrepalanchok",NA,0,0,NA,0,NA
"306",1.38629436111989,4,30,1,2,1,"Dolakha",1,1,1,2,1,1
"307",1.09861228866811,3,33,0,0,0,"Nuwakot",0,1,1,0,1,1
"308",0.693147180559945,2,70,1,2,0,"Dhading",NA,1,0,NA,0,NA
"309",0.693147180559945,2,39,0,2,0,"Kavrepalanchok",1,1,1,2,1,1
"310",1.94591014905531,7,40,1,2,0,"Sindhuli",1,1,0,2,0,NA
"311",1.79175946922805,6,66,0,2,0,"Kavrepalanchok",1,1,1,2,1,1
"312",1.6094379124341,5,39,1,2,1,"Rasuwa",0,1,1,0,1,1
"313",2.07944154167984,8,35,1,2,0,"Nuwakot",0,1,0,0,0,NA
"314",1.38629436111989,4,17,1,2,1,"Sindhupalchowk",0,1,1,1,0,NA
"315",1.38629436111989,4,44,1,0,0,"Bhaktapur",0,0,0,0,0,NA
"316",2.30258509299405,10,32,1,2,0,"Bhaktapur",0,1,1,1,1,0
"317",1.6094379124341,5,55,0,2,1,"Lalitpur",1,1,1,2,1,1
"318",1.6094379124341,5,40,1,2,0,"Dhading",0,1,1,0,1,0
"319",1.09861228866811,3,19,1,1,0,"Bhaktapur",0,1,0,1,0,NA
"320",1.09861228866811,3,31,1,1,0,"Lalitpur",0,1,1,0,1,1
"321",1.38629436111989,4,33,1,1,0,"Bhaktapur",0,0,1,0,0,NA
"322",1.09861228866811,3,41,1,2,0,"Dhading",1,1,1,2,0,NA
"323",1.6094379124341,5,36,1,2,0,"Ramechhap",0,1,1,0,1,0
"324",1.09861228866811,3,30,1,0,0,"Sindhupalchowk",1,1,1,2,0,NA
"325",1.79175946922805,6,29,1,1,0,"Nuwakot",0,1,0,1,0,NA
"326",1.79175946922805,6,22,1,0,1,"Lalitpur",0,1,1,1,0,NA
"327",2.07944154167984,8,18,1,2,1,"Kathmandu",0,1,1,1,1,1
"328",2.07944154167984,8,22,1,2,0,"Ramechhap",1,1,1,2,1,1
"329",2.19722457733622,9,22,1,2,0,"Makawanpur",0,1,1,1,1,0
"330",1.6094379124341,5,24,1,2,0,"Sindhuli",0,1,1,1,1,0
"331",1.09861228866811,3,33,1,1,1,"Dolakha",1,1,1,2,1,1
"332",1.38629436111989,4,35,1,1,1,"Nuwakot",0,1,1,0,1,1
"333",1.79175946922805,6,40,1,2,0,"Dhading",0,1,1,0,1,0
"334",1.79175946922805,6,37,1,2,0,"Okhaldhunga",1,1,1,2,1,1
"335",1.79175946922805,6,37,1,2,0,"Ramechhap",0,1,1,0,1,0
"336",1.38629436111989,4,36,1,2,1,"Sindhupalchowk",1,1,1,2,1,1
"337",1.6094379124341,5,28,1,2,1,"Nuwakot",0,1,1,1,1,1
"338",1.38629436111989,4,40,1,2,0,"Dhading",1,1,0,2,1,1
"339",0,1,80,0,2,0,"Sindhuli",1,0,0,2,0,NA
"340",0,1,77,0,2,1,"Sindhupalchowk",1,0,0,2,1,1
"341",1.38629436111989,4,31,1,2,1,"Makawanpur",1,1,1,2,1,1
"342",1.79175946922805,6,30,1,2,0,"Dhading",0,1,0,1,0,NA
"343",1.38629436111989,4,28,1,2,0,"Sindhupalchowk",NA,1,1,NA,0,NA
"344",1.94591014905531,7,27,1,1,0,"Makawanpur",0,1,1,0,1,0
"345",1.79175946922805,6,30,1,1,1,"Makawanpur",0,1,1,1,1,0
"346",1.6094379124341,5,35,1,2,0,"Makawanpur",0,1,1,0,0,NA
"347",1.09861228866811,3,27,1,2,0,"Makawanpur",0,1,1,0,1,1
"348",1.79175946922805,6,27,1,2,0,"Nuwakot",0,1,0,1,0,NA
"349",1.09861228866811,3,35,1,2,0,"Makawanpur",0,1,1,0,1,0
"350",1.38629436111989,4,48,1,1,1,"Dolakha",1,1,1,2,1,1
"351",2.484906649788,12,21,1,2,1,"Makawanpur",0,1,1,1,1,0
"352",0.693147180559945,2,41,1,2,0,"Kavrepalanchok",1,1,1,2,0,NA
"353",1.6094379124341,5,28,0,0,1,"Sindhupalchowk",1,1,1,2,1,1
"354",1.38629436111989,4,25,1,1,0,"Sindhupalchowk",0,1,1,0,1,0
"355",1.79175946922805,6,42,1,0,0,"Lalitpur",0,1,0,0,0,NA
"356",2.77258872223978,16,77,0,2,1,"Kavrepalanchok",1,1,1,2,1,0
"357",1.6094379124341,5,39,1,2,0,"Makawanpur",0,1,1,0,1,0
"358",1.79175946922805,6,44,1,0,1,"Nuwakot",0,1,0,0,0,NA
"359",0.693147180559945,2,55,1,1,0,"Kathmandu",0,1,1,0,0,NA
"360",1.38629436111989,4,26,1,2,1,"Okhaldhunga",1,1,1,2,1,1
"361",1.79175946922805,6,36,1,1,0,"Lalitpur",0,1,0,1,0,NA
"362",1.38629436111989,4,38,1,1,0,"Bhaktapur",0,0,1,0,0,NA
"363",1.94591014905531,7,62,1,1,0,"Lalitpur",0,1,0,1,0,NA
"364",1.38629436111989,4,35,1,1,0,"Bhaktapur",0,0,1,1,1,0
"365",1.38629436111989,4,24,1,0,0,"Sindhupalchowk",0,1,1,1,1,1
"366",1.38629436111989,4,40,1,0,0,"Bhaktapur",0,0,0,0,0,NA
"367",1.38629436111989,4,35,1,2,0,"Ramechhap",0,1,1,0,1,0
"368",1.38629436111989,4,30,1,2,1,"Ramechhap",0,1,1,0,1,1
"369",1.09861228866811,3,21,1,2,1,"Rasuwa",1,1,1,2,1,1
"370",1.38629436111989,4,37,1,1,1,"Dolakha",1,1,1,2,1,1
"371",0.693147180559945,2,40,0,2,0,"Lalitpur",1,1,1,2,0,NA
"372",1.38629436111989,4,46,0,1,0,"Lalitpur",NA,1,0,NA,0,NA
"373",1.6094379124341,5,44,0,2,0,"Dhading",NA,0,0,NA,0,NA
"374",1.09861228866811,3,42,1,2,0,"Ramechhap",0,1,1,0,1,0
"375",1.6094379124341,5,33,1,2,0,"Kathmandu",1,0,0,2,1,0
"376",1.38629436111989,4,31,1,2,0,"Nuwakot",0,0,1,0,0,NA
"377",1.79175946922805,6,56,1,1,0,"Kavrepalanchok",1,1,0,2,0,NA
"378",1.79175946922805,6,31,1,2,1,"Makawanpur",0,1,1,1,1,1
"379",1.38629436111989,4,51,0,2,0,"Dhading",1,1,1,2,0,NA
"380",1.38629436111989,4,50,0,0,0,"Sindhupalchowk",1,1,1,2,1,1
"381",1.38629436111989,4,31,1,2,1,"Makawanpur",1,1,1,2,NA,NA
"382",2.07944154167984,8,44,1,2,0,"Ramechhap",0,1,1,0,1,0
"383",1.09861228866811,3,41,0,2,0,"Lalitpur",1,1,1,2,1,1
"384",1.38629436111989,4,29,1,1,0,"Bhaktapur",0,1,0,1,0,NA
"385",1.94591014905531,7,45,1,1,0,"Kavrepalanchok",1,1,1,2,0,NA
"386",1.79175946922805,6,41,1,0,0,"Okhaldhunga",NA,0,1,NA,0,NA
"387",1.94591014905531,7,30,1,2,0,"Sindhupalchowk",1,1,1,2,0,NA
"388",1.6094379124341,5,39,1,2,0,"Nuwakot",1,0,0,2,NA,NA
"389",2.19722457733622,9,23,0,2,1,"Okhaldhunga",0,1,1,1,1,0
"390",1.09861228866811,3,49,1,2,0,"Dhading",NA,0,0,NA,0,NA
"391",1.38629436111989,4,33,1,1,0,"Dhading",0,1,1,0,1,0
"392",1.79175946922805,6,24,1,2,0,"Ramechhap",0,1,1,0,1,0
"393",1.09861228866811,3,22,1,2,1,"Nuwakot",0,1,1,0,1,1
"394",1.38629436111989,4,30,1,2,1,"Kathmandu",1,0,1,2,NA,NA
"395",2.39789527279837,11,45,1,2,1,"Makawanpur",0,1,0,0,0,NA
"396",2.39789527279837,11,62,1,2,1,"Makawanpur",0,1,0,0,0,NA
"397",1.79175946922805,6,17,1,0,1,"Bhaktapur",NA,0,1,NA,0,NA
"398",1.6094379124341,5,27,1,2,0,"Makawanpur",0,1,1,1,1,0
"399",1.79175946922805,6,39,1,2,1,"Nuwakot",0,1,1,0,1,1
"400",1.38629436111989,4,62,0,2,1,"Ramechhap",1,1,1,2,1,1
"401",1.6094379124341,5,65,1,2,0,"Sindhupalchowk",0,1,1,1,1,0
"402",1.6094379124341,5,38,1,1,0,"Bhaktapur",NA,0,0,NA,0,NA
"403",1.38629436111989,4,31,1,2,1,"Rasuwa",0,0,1,0,1,1
"404",1.6094379124341,5,32,1,2,0,"Dolakha",1,1,1,2,0,NA
"405",1.09861228866811,3,52,1,1,0,"Bhaktapur",0,0,1,0,1,0
"406",1.38629436111989,4,30,1,2,0,"Sindhuli",NA,0,1,NA,0,NA
"407",1.79175946922805,6,33,1,2,0,"Dolakha",1,1,0,2,0,NA
"408",1.38629436111989,4,30,1,1,0,"Dolakha",1,1,1,2,1,1
"409",1.6094379124341,5,36,1,2,0,"Makawanpur",1,0,1,2,NA,NA
"410",1.38629436111989,4,28,0,2,0,"Nuwakot",1,1,1,2,1,1
"411",1.09861228866811,3,31,1,1,0,"Bhaktapur",0,0,0,0,0,NA
"412",1.38629436111989,4,33,1,2,0,"Sindhuli",1,1,1,2,1,1
"413",1.38629436111989,4,28,1,1,1,"Dhading",1,0,0,2,1,1
"414",1.38629436111989,4,45,1,0,0,"Kathmandu",0,0,0,0,0,NA
"415",2.83321334405622,17,58,1,2,0,"Makawanpur",0,1,1,0,1,0
"416",1.6094379124341,5,65,1,1,1,"Kavrepalanchok",1,1,0,2,0,NA
"417",1.38629436111989,4,45,1,2,1,"Sindhupalchowk",1,1,1,2,1,1
"418",1.94591014905531,7,18,1,0,0,"Sindhuli",0,1,0,1,1,0
"419",1.38629436111989,4,40,0,2,0,"Sindhupalchowk",1,0,1,2,1,1
"420",1.09861228866811,3,29,1,2,0,"Sindhuli",0,1,0,0,0,NA
"421",2.19722457733622,9,30,1,1,0,"Kathmandu",0,0,1,1,0,NA
"422",2.07944154167984,8,30,1,2,1,"Okhaldhunga",0,1,1,1,1,0
"423",0,1,24,1,2,1,"Sindhupalchowk",1,1,1,2,1,1
"424",1.6094379124341,5,62,1,2,0,"Makawanpur",0,1,1,1,1,0
"425",1.79175946922805,6,35,1,2,1,"Sindhuli",0,1,1,1,1,1
"426",1.79175946922805,6,46,1,2,1,"Sindhupalchowk",1,1,1,2,0,NA
"427",1.79175946922805,6,54,1,2,1,"Kavrepalanchok",1,0,1,2,1,0
"428",1.6094379124341,5,34,1,2,0,"Makawanpur",0,1,1,0,1,0
"429",1.38629436111989,4,39,1,1,0,"Sindhupalchowk",1,1,1,2,1,0
"430",1.09861228866811,3,22,1,2,0,"Rasuwa",NA,0,1,NA,0,NA
"431",1.6094379124341,5,62,1,1,0,"Kathmandu",0,1,1,0,1,0
"432",1.38629436111989,4,38,1,1,0,"Dolakha",1,1,1,2,1,1
"433",1.79175946922805,6,65,0,2,0,"Kavrepalanchok",1,1,1,2,1,0
"434",1.6094379124341,5,40,1,2,0,"Okhaldhunga",0,1,1,0,1,0
"435",1.94591014905531,7,39,1,2,0,"Okhaldhunga",1,1,1,2,1,1
"436",1.6094379124341,5,41,1,1,1,"Dolakha",1,1,1,2,1,1
"437",2.07944154167984,8,50,1,2,0,"Dhading",0,1,1,0,1,0
"438",1.6094379124341,5,50,1,2,1,"Sindhuli",1,1,1,2,1,1
"439",1.38629436111989,4,35,1,2,1,"Rasuwa",1,1,1,2,1,1
"440",1.6094379124341,5,41,1,1,1,"Dolakha",1,1,1,2,1,1
"441",1.38629436111989,4,34,1,2,0,"Sindhuli",1,1,1,2,1,1
"442",1.09861228866811,3,35,0,2,1,"Rasuwa",1,0,1,2,1,1
"443",1.38629436111989,4,50,1,2,0,"Bhaktapur",NA,0,0,NA,0,NA
"444",2.07944154167984,8,82,0,2,0,"Bhaktapur",1,1,0,2,0,NA
"445",1.09861228866811,3,32,1,1,1,"Dolakha",1,1,1,2,1,1
"446",1.6094379124341,5,32,0,2,0,"Okhaldhunga",0,1,1,0,1,0
"447",1.09861228866811,3,29,1,2,0,"Kathmandu",NA,0,0,NA,0,NA
"448",1.38629436111989,4,26,1,2,0,"Kathmandu",0,0,1,0,1,0
"449",2.07944154167984,8,46,1,2,0,"Dhading",1,0,0,2,1,1
"450",0.693147180559945,2,65,1,1,0,"Bhaktapur",0,1,0,0,0,NA
"451",0,1,45,0,1,0,"Rasuwa",1,1,0,2,0,NA
"452",0,1,51,0,1,0,"Dolakha",1,1,1,2,1,1
"453",1.38629436111989,4,42,1,2,0,"Makawanpur",0,1,1,0,0,NA
